Date,Portfolio
2020-01-02,0.005829046878706926
2020-01-03,0.0038270109882507786
2020-01-06,0.004237238602626517
2020-01-07,-0.00035208477801877214
2020-01-08,-0.0013049649957385479
2020-01-09,0.0006273334703556324
2020-01-10,0.001788293447258504
2020-01-13,-0.000585570800086662
2020-01-14,-7.134256542362655e-05
2020-01-15,0.003005598953985074
2020-01-16,0.0018287979569292883
2020-01-17,0.0014650684844444981
2020-01-21,0.0006479203381667777
2020-01-22,0.0005009359299947835
2020-01-23,0.0018565412985281544
2020-01-24,-0.00019520207449826455
2020-01-27,-0.0012323682869717079
2020-01-28,-0.0004879653566889721
2020-01-29,0.0028157027854156524
2020-01-30,0.0010672379755784314
2020-01-31,-0.0025337443677934486
2020-02-03,-3.32580501328783e-05
2020-02-04,-0.0009185503435696907
2020-02-05,0.0031524814716606953
2020-02-06,0.003193422610453152
2020-02-07,9.134003034516613e-05
2020-02-10,0.004018202469045976
2020-02-11,-0.0011584682701819558
2020-02-12,0.0011646271556163823
2020-02-13,0.001642410900232131
2020-02-14,0.002295186846355879
2020-02-18,0.004018614583698972
2020-02-19,0.0035123722248426117
2020-02-20,0.0012376234901189478
2020-02-21,0.0025033850187884395
2020-02-24,-0.006180146006888061
2020-02-25,-0.015059376185988996
2020-02-26,-0.0002265762278333232
2020-02-27,-0.01324131778031353
2020-02-28,-0.01209291615834566
2020-03-02,0.01676941401773402
2020-03-03,0.004046265828624107
2020-03-04,0.013959075166723492
2020-03-05,-0.0017449340373223796
2020-03-06,-3.88806130427654e-05
2020-03-09,-0.021108641887381704
2020-03-10,0.003390591128029418
2020-03-11,-0.0191169365402258
2020-03-12,-0.04541251494503269
2020-03-13,0.018858986745043604
2020-03-16,-0.03836577738699942
2020-03-17,0.01701433159358523
2020-03-18,-0.027121391210719804
2020-03-19,-0.004310585367595839
2020-03-20,-0.001869288014690662
2020-03-23,0.008944874318112602
2020-03-24,0.04568830481478081
2020-03-25,-0.0007182267777643778
2020-03-26,0.025897455032124407
2020-03-27,-0.010252060697749161
2020-03-30,0.011020774625775887
2020-03-31,-0.015953169732370338
2020-04-01,-0.010071529445420335
2020-04-02,0.0130742764622546
2020-04-03,-0.002860295954232243
2020-04-06,0.03187250347847026
2020-04-07,-0.0033992115451500675
2020-04-08,0.007841032729356729
2020-04-09,0.0135369609260092
2020-04-13,0.0018025801051592492
2020-04-14,0.01294945003546218
2020-04-15,-0.0065991778768359115
2020-04-16,0.0028641629939233355
2020-04-17,0.0009808066696054647
2020-04-20,-0.0026402663388010636
2020-04-21,-0.011558048288627092
2020-04-22,0.01326103454415565
2020-04-23,0.003542195637331639
2020-04-24,0.002942029170532915
2020-04-27,0.0012115255259182263
2020-04-28,-0.0020169143750832603
2020-04-29,0.010436523102254625
2020-04-30,-0.009918085393005278
2020-05-01,-0.0067556711004820675
2020-05-04,0.002315191607100105
2020-05-05,0.00415728161089716
2020-05-06,-0.00796227106369914
2020-05-07,0.010579126914267803
2020-05-08,0.0025407829905004977
2020-05-11,-0.002845854956564012
2020-05-12,-0.00458703875400801
2020-05-13,-0.0019366818248882645
2020-05-14,0.007466953278254529
2020-05-15,0.0030552795782959143
2020-05-18,0.005956346445523343
2020-05-19,0.0004002827736078185
2020-05-20,0.006477167213619461
2020-05-21,-0.007179306696071067
2020-05-22,0.0032977481095617374
2020-05-26,-0.001586936833046929
2020-05-27,0.0054078809694704235
2020-05-28,0.0001432223989215794
2020-05-29,0.004870241168125844
2020-06-01,0.00224410381593713
2020-06-02,3.620206152821215e-05
2020-06-03,-0.0029570749947442905
2020-06-04,0.0011598822193373088
2020-06-05,0.000885009727961128
2020-06-08,0.007895578842753936
2020-06-09,0.0019848442451222414
2020-06-10,0.004368872785935858
2020-06-11,-0.02042139808916229
2020-06-12,0.004014045278550797
2020-06-15,0.002176303027059438
2020-06-16,0.005207254515272856
2020-06-17,-0.0004272236892520025
2020-06-18,0.0004934989920578984
2020-06-19,0.0017945246177989425
2020-06-22,0.004319096735219648
2020-06-23,0.0038356944657391328
2020-06-24,-0.008965354654676886
2020-06-25,0.0037230149630418747
2020-06-26,-0.0057762147228153085
2020-06-29,0.005210322385222899
2020-06-30,0.006077352960744631
2020-07-01,-8.98934076112301e-05
2020-07-02,0.0035862274812776818
2020-07-06,0.005808678373054729
2020-07-07,-0.0004205114537467747
2020-07-08,0.004409996174038551
2020-07-09,-0.0015681219437799765
2020-07-10,0.0020862566272702447
2020-07-13,-0.0023030634862079382
2020-07-14,0.006023291160907274
2020-07-15,0.0030521013202786658
2020-07-16,-0.0038820525118721623
2020-07-17,0.003561088173031616
2020-07-20,0.0046780449518475375
2020-07-21,0.0047110957523959955
2020-07-22,0.007117488856258181
2020-07-23,-0.0003590167564396416
2020-07-24,0.0007961518462527386
2020-07-27,0.008513729884440768
2020-07-28,0.0014277217694665207
2020-07-29,0.006780063986406329
2020-07-30,-0.0030477467028480563
2020-07-31,0.005586133529551654
2020-08-03,0.0023705354787755257
2020-08-04,0.009232521340190997
2020-08-05,0.004304310053468059
2020-08-06,0.0069684007851196945
2020-08-07,-0.0056182884489732
2020-08-10,-0.0006401849119312962
2020-08-11,-0.021893750965844446
2020-08-12,0.0024371124392941566
2020-08-13,0.00624717970795526
2020-08-14,-0.0016288172393031188
2020-08-17,0.00826975491919531
2020-08-18,0.0043109410019432914
2020-08-19,-0.012259775636453862
2020-08-20,0.004032576632726936
2020-08-21,-0.0011190507089258543
2020-08-24,0.0013271871407779152
2020-08-25,0.0009308030253675215
2020-08-26,0.007065042799100399
2020-08-27,-0.004646384345397695
2020-08-28,0.008308728223884435
2020-08-31,0.0004700955211238329
2020-09-01,0.003987361330319331
2020-09-02,0.0014189749267958796
2020-09-03,-0.01414088942255265
2020-09-04,-0.003538917751315096
2020-09-08,-0.009353735721915632
2020-09-09,0.009681170233252951
2020-09-10,-0.006395736056364342
2020-09-11,0.0004291061211090241
2020-09-14,0.006743392701923256
2020-09-15,0.0009422169422608577
2020-09-16,-0.0009991665618037287
2020-09-17,-0.004499179623096872
2020-09-18,-0.0035600656604715115
2020-09-21,-0.010012790481876421
